Filename,Caption
1032122270_ea6f0beedb.jpg,یک زن در نزدیکی سه سگ در یک مزرعه می پیچد.
1032122270_ea6f0beedb.jpg,سه سگ با یک آسمان آبی در تپه چمن بازی می کنند.
1032122270_ea6f0beedb.jpg,سه سگ در چمن ایستاده اند و یک شخص در کنار آنها نشسته است
1032122270_ea6f0beedb.jpg,سه سگ در یک تپه چمن
1032122270_ea6f0beedb.jpg,سه سگ در یک میدان چمن ایستاده ایستاده اند در حالی که یک شخص در همان نزدیکی زانو می زند.
1032460886_4a598ed535.jpg,مردی در مقابل آسمان خراش ایستاده است
1032460886_4a598ed535.jpg,یک مرد جلوی یک آسمان خراش ایستاده است.
1032460886_4a598ed535.jpg,یک مرد جلوی یک ساختمان بسیار بلند ایستاده است.
1032460886_4a598ed535.jpg,پشت مرد با پیراهن قرمز یک آسمان خراش بزرگ ایستاده است.
1032460886_4a598ed535.jpg,یک آسمان خراش در فاصله با مردی که جلوی دوربین قدم می زند وجود دارد.
1034276567_49bb87c51c.jpg,پسری در حالی که در بیرون نشسته است ، به سختی در یک درمان نیش می زند.
1034276567_49bb87c51c.jpg,کودکی که به یک کالای پخته شده گاز می گیرد.
1034276567_49bb87c51c.jpg,یک پسر کوچک که چیزی را در دهان خود با هر دو دست قرار می دهد.
1034276567_49bb87c51c.jpg,پسر غذای خود را بیرون از میز می خورد.
1034276567_49bb87c51c.jpg,پسر در حال خوردن پیتزا بر روی یک ظرف قلع است.
104136873_5b5d41be75.jpg,مردم در کنار کوه می نشینند و منظره را بررسی می کنند.
104136873_5b5d41be75.jpg,سه نفر در تپه ای مشرف به دره سبز هستند.
104136873_5b5d41be75.jpg,سه نفر در بالای یک تپه بزرگ آویزان هستند.
104136873_5b5d41be75.jpg,سه نفر از یک دره سبز غافل می شوند.
104136873_5b5d41be75.jpg,سه نفر در حاشیه بالای کوه استراحت می کنند.
1042020065_fb3d3ba5ba.jpg,پسری با پیراهن سبز به بسیاری از قایق های بادی نگاه می کند.
1042020065_fb3d3ba5ba.jpg,پسری در پیراهن سبز کایکرها را تماشا می کند.
1042020065_fb3d3ba5ba.jpg,پسری در بسیاری از قایق ها و قایق های زیر در آب از نرده نگاه می کند.
1042020065_fb3d3ba5ba.jpg,پسر جوانی که مشرف به جمعیتی از قایق های بادی است.
1042020065_fb3d3ba5ba.jpg,پسر جوانی که پیراهن پوشیده از پیراهن در بسیاری از قایق های موجود در آب است ، به بالای حاشیه نگاه می کند.
1042590306_95dea0916c.jpg,یک زن و مرد برای دوربین در حالی که مرد دیگری به نظر می رسد.
1042590306_95dea0916c.jpg,یک مرد دست یک زن را تا دهان خود در مقابل برخی از ساختمانها نگه می دارد در حالی که مرد دیگری به نظر می رسد.
1042590306_95dea0916c.jpg,یک زوج چند جانبه که برای یک عکس قرار می گیرند
1042590306_95dea0916c.jpg,"""مرد آسیایی و زن بلوند دست در خارج از منزل ، مرد در ساعتهای پس زمینه."""
1042590306_95dea0916c.jpg,پسر با پیراهن آبی دست گاز گرفتن دختر در ژاکت راه راه سیاه در حالی که پسر دیگری تماشا می کند
1045521051_108ebc19be.jpg,یک شخص هنگام تماشای یک تلویزیون کوچک ، غذای خود را می خورد.
1045521051_108ebc19be.jpg,شخصی روی زمین می نشیند و جلوی تلویزیون می خورد.
1045521051_108ebc19be.jpg,یک تلویزیون با تصویری از یک دختر روی آن.
1045521051_108ebc19be.jpg,یک مرد جوان در کنار تلویزیون با یک غذای فست فود در مقابل او روی زمین نشسته است.
1045521051_108ebc19be.jpg,شخصی در مقابل تلویزیون می خورد که غذا می خورد.
1048710776_bb5b0a5c7c.jpg,یک زن و شوهر از چند نفر که روی یک طاقچه مشرف به ساحل نشسته اند
1048710776_bb5b0a5c7c.jpg,گروهی از مردم روی یک دیوار در ساحل می نشینند.
1048710776_bb5b0a5c7c.jpg,گروهی از نوجوانان در کنار یک ساحل روی دیوار می نشینند.
1048710776_bb5b0a5c7c.jpg,جمعیت مردم در ساحل.
1048710776_bb5b0a5c7c.jpg,چندین جوان که روی یک ریلی بالاتر از یک ساحل شلوغ نشسته اند.
1052358063_eae6744153.jpg,پسری در حالی که پسر دیگری با ساعت اسکیت بازی می کند ، روی اسکیت بورد خود پرش می کند.
1052358063_eae6744153.jpg,کودک در حال انجام ترفند اسکیت است در حالی که کودک دیگری با اسکیت بورد روی دیوار تکیه می دهد.
1052358063_eae6744153.jpg,یک اسکیت بورد پسر کوچک در حالی که یک اسکیت بورد جوان دیگر تماشا می کند ، ترفندی را روی تخته خود انجام می دهد.
1052358063_eae6744153.jpg,یک اسکیت بورد پسر جوان که روی یک سکوی روی اسکیت پرش می کند.
1052358063_eae6744153.jpg,دو اسکیت بورد.
105342180_4d4a40b47f.jpg,"""دختری که از یک رودخانه بزرگ عبور می کند ، همانطور که از پشت سرش دیده می شود."""
105342180_4d4a40b47f.jpg,زنی که در حال پایین آمدن رودخانه است.
105342180_4d4a40b47f.jpg,یک زن یک قایق را در رودخانه قرار می دهد.
105342180_4d4a40b47f.jpg,زنی با دست و پا زدن.
105342180_4d4a40b47f.jpg,یک زن با یک دست و پا زدن در یک قایق روی آب می نشیند.
1053804096_ad278b25f1.jpg,دختری که در رنگدانه ها در آب کم عمق پاشیده می شود.
1053804096_ad278b25f1.jpg,دختران در گشت و گذار بازی می کنند.
1053804096_ad278b25f1.jpg,دختری با رنگدانه در ساحل در اقیانوس بازی می کند.
1053804096_ad278b25f1.jpg,دختری با رنگدانه در آب بازی می کند.
1053804096_ad278b25f1.jpg,یک دختر جوان در رنگدانه ها در آب بازی می کند.
1055623002_8195a43714.jpg,گروهی از چهار کودک که لباس خواب دارند ، یک بالش دارند.
1055623002_8195a43714.jpg,گروهی از بچه ها جنگ بالش دارند.
1055623002_8195a43714.jpg,گروهی از کودکان خردسال که در حال بازی بالش در یک تختخواب هستند.
1055623002_8195a43714.jpg,کودکانی که در حال جنگ بالش هستند.
1055623002_8195a43714.jpg,چهار کودک در حال جنگ بالش هستند.
1055753357_4fa3d8d693.jpg,دو کارگر سازه روی یک تیر نشسته اند و استراحت می کنند.
1055753357_4fa3d8d693.jpg,دو کارگر ساختمانی در کنار یک ساختمان نشسته اند.
1055753357_4fa3d8d693.jpg,دو کارگر ساختمانی که روی یک پرتوی I نشسته اند.
1055753357_4fa3d8d693.jpg,دو کارگر ساختمانی روی پرتوی فولادی صندلی می گیرند.
1055753357_4fa3d8d693.jpg,دو مرد از ساخت و ساز استراحت می کنند.
1056249424_ef2a2e041c.jpg,بچه ها در آب بازی می کنند.
1056249424_ef2a2e041c.jpg,"""دو پسر ، یکی با یک توپ زرد و نارنجی ، در مقداری آب در مقابل یک میدان بازی می کنند."""
1056249424_ef2a2e041c.jpg,دو پسر در یک گودال بازی می کنند.
1056249424_ef2a2e041c.jpg,دو کودک در یک روز آفتابی با یک بادکنک در گل بازی می کنند.
1056249424_ef2a2e041c.jpg,دو کودک در حال دویدن و بازی در برخی از آب هستند.
1056338697_4f7d7ce270.jpg,به نظر می رسد یک زن بلوند در یک پیراهن آبی منتظر سوار شدن است.
1056338697_4f7d7ce270.jpg,یک زن بلوند در خیابان است که از تاکسی استقبال می کند.
1056338697_4f7d7ce270.jpg,"""یک زن سیگنال می کند ، همانطور که از پشت دیده می شود."""
1056338697_4f7d7ce270.jpg,زنی با موهای بلوند که دارای بالای لوله آبی است ، در کنار خیابان می چرخد.
1056338697_4f7d7ce270.jpg,این زن در لباس آبی در هنگام ترافیک بازوی خود را نگه می دارد.
1056359656_662cee0814.jpg,یک دختر کوچک که به یک بروشور در قطار سوار می شود
1056359656_662cee0814.jpg,یک دختر بلوند جوان با یک مجله در دستان خود
1056359656_662cee0814.jpg,یک دختر جوان در قطار کتابی در مورد دوچرخه سواری می خواند.
1056359656_662cee0814.jpg,یک دختر جوان روی یک صندلی می نشیند و به جزوه قطار نگاه می کند.
1056359656_662cee0814.jpg,کودک نشسته در حال دیدن بروشور سوار قطار است
1056873310_49c665eb22.jpg,یک سگ قهوه ای بعد از یک سگ سیاه در ساحل صخره ای در حال دویدن است.
1056873310_49c665eb22.jpg,یک سگ قهوه ای بعد از سگ سیاه در حال دویدن است.
1056873310_49c665eb22.jpg,دو سگ در یک ساحل بازی می کنند.
1056873310_49c665eb22.jpg,دو سگ در اطراف سنگ در نزدیکی بدن آب می چرخند.
1056873310_49c665eb22.jpg,دو سگ به سمت یکدیگر در یک منطقه صخره ای با آب در پس زمینه حرکت می کنند.
1057089366_ca83da0877.jpg,پسری از انتهای یک تخته غواصی بلند فرود می آید.
1057089366_ca83da0877.jpg,کودک از یک تخته غواصی بلند به داخل استخر می پرید.
1057089366_ca83da0877.jpg,یک کودک از تخته غواصی و در استخر زیر پرش می کند.
1057089366_ca83da0877.jpg,یک کودک کوچک در حال پرش از شیرجه بلند در استخر است.
1057089366_ca83da0877.jpg,پسر در حال پرش از یک تخته غواصی بلند به استخر است.
1057210460_09c6f4c6c1.jpg,یک پسر در کنار یک پنجره ایستاده است که بیش از حد او را خاموش می کند.
1057210460_09c6f4c6c1.jpg,مردی در بالای مخزن در کنار درب کروم ایستاده است.
1057210460_09c6f4c6c1.jpg,مردی پیراهن خود را در نزدیکی آسانسور قرار می دهد.
1057210460_09c6f4c6c1.jpg,یک مرد با یک آسانسور با سر خود به پایین ایستاده است.
1057210460_09c6f4c6c1.jpg,مرد پیراهن خود را در نزدیکی آسانسور قرار داده است.
1057251835_6ded4ada9c.jpg,یک سگ با رنگ روشن در ساحل اجرا می شود.
1057251835_6ded4ada9c.jpg,یک سگ زرد کوچک در یک ساحل اجرا می شود
1057251835_6ded4ada9c.jpg,یک سگ برنزه در یک ساحل شنی اجرا می شود.
1057251835_6ded4ada9c.jpg,یک سگ سفید در حال عبور از یک ساحل صخره ای است.
1057251835_6ded4ada9c.jpg,سگ قهوه ای روشن که در امتداد ساحل اجرا می شود.
106490881_5a2dd9b7bd.jpg,پسری در شورت های آبی خود در ساحل.
106490881_5a2dd9b7bd.jpg,پسری برای دوربین در ساحل لبخند می زند.
106490881_5a2dd9b7bd.jpg,یک پسر جوان در تنه های شنا با بازوهای خود که در ساحل کشیده شده است قدم می زند.
106490881_5a2dd9b7bd.jpg,کودکانی که در ساحل بازی می کنند.
106490881_5a2dd9b7bd.jpg,پسر در ساحل اقیانوس بازی می کند.
106514190_bae200f463.jpg,یک کوهنورد که بر روی بلوف مشرف به کوههای زیر ایستاده است.
106514190_bae200f463.jpg,شخصی که در نگاه اسکی از تپه بالای چشم انداز پوشیده از برف است
106514190_bae200f463.jpg,یک اسکی باز مشرف به کوهی پوشیده از برف است.
106514190_bae200f463.jpg,یک اسکی باز مشرف به چشم انداز زیبای پوشیده از برف سفید است.
106514190_bae200f463.jpg,یک اسکی باز در یک کوه مکث می کند.
1067180831_a59dc64344.jpg,یک سگ سیاه و سفید در تلاش است تا یک شیء زرد و بنفش را در یک حیاط کم برش بگیرد.
1067180831_a59dc64344.jpg,یک سگ سیاه و سفید پس از یک اسباب بازی زرد پرش می کند.
1067180831_a59dc64344.jpg,یک سگ سیاه و سفید برای گرفتن فریسبی پرش می کند.
1067180831_a59dc64344.jpg,یک سگ سیاه برای گرفتن یک اسباب بازی بنفش و سبز در حال پرش است.
1067180831_a59dc64344.jpg,یک سگ برای گرفتن یک اسباب بازی می پرید.
1067675215_7336a694d6.jpg,مردی با شورت های آبی در خیابان دراز کشیده است.
1067675215_7336a694d6.jpg,مردی با شورت های آبی در یک پارکینگ در خارج از خانه دراز می کشد.
1067675215_7336a694d6.jpg,مردی که در هنگام ترافیک سنگین در وسط خیابان دراز کشیده است.
1067675215_7336a694d6.jpg,یک مرد در یک پارکینگ بین یک SUV قهوه ای و یک وانت زرد با درب باز روی یک تشک دراز کشیده است.
1067675215_7336a694d6.jpg,یک مرد بدون پیراهن در وسط یک خیابان شلوغ دراز کشیده است.
1067790824_f3cc97239b.jpg,یک سگ سفید و سیاه و یک سگ قهوه ای در زمین شنی.
1067790824_f3cc97239b.jpg,یک سگ پشمی یک دبرمن را در ساحل تعقیب می کند.
1067790824_f3cc97239b.jpg,یک سگ در حال تعقیب دیگری در ساحل است.
1067790824_f3cc97239b.jpg,این دو سگ بزرگ از طریق شن و ماسه در حال عبور هستند.
1067790824_f3cc97239b.jpg,دو سگ بزرگ که یکدیگر را در ساحل تعقیب می کنند.
1072153132_53d2bb1b60.jpg,یک سگ سیاه و سفید یک اسباب بازی را در میانه می گیرد.
1072153132_53d2bb1b60.jpg,یک سگ و یک توپ تنیس.
1072153132_53d2bb1b60.jpg,"""یک سگ در حال پرش است تا یک شیء پرتاب شده به آن را بگیرد ،"""
1072153132_53d2bb1b60.jpg,یک سگ در حالی که یک توپ تنیس را از طریق یک میدان چمن زنی تعقیب می کند ، می پرید.
1072153132_53d2bb1b60.jpg,یک سگ چند رنگی که برای گرفتن یک توپ تنیس در یک میدان چمنزار پرش می کند.
